Customer_ID,Full_Name,Email,Phone,Gender,Age,Join_Date,Segment,City,Country,Tenure_Days
CUST-138,Christopher Bradley,dawn27@example.org,+1-498-761-0665x174,Female,24,2025-07-22,Basic,Vincenttown,India,330
CUST-139,Matthew Bennett,jorgekennedy@example.net,001-574-605-7281,Female,38,2025-02-11,Basic,New Kerry,UK,491
CUST-140,Justin Bradley,,(928)778-2565,Other,59,2024-01-29,Basic,North Tanner,Germany,870
CUST-141,Kelly Bryant,jessicamartinez@example.com,(833)215-7054,Female,43,2023-02-01,Basic,South Melissa,India,1232
CUST-142,Mary Parker,angela26@example.org,324-200-8164x176,Female,61,2023-04-18,Standard,East Kimberlyborough,UK,1156
CUST-143,Omar Turner,alejandraleon@example.com,772-616-6406x25931,Other,31,2024-12-07,Standard,Port Frank,USA,557
CUST-144,Christopher Fry,milleremily@example.org,001-231-855-6818,Other,54,2025-01-05,Premium,East Jeffrey,USA,528
CUST-145,Sandra Kim,nfinley@example.org,986-323-3722,Other,38,2024-02-09,Premium,Morenoville,India,859
CUST-146,Shane Garcia,dwilson@example.org,(926)620-3765x10105,Female,35,2024-02-18,Premium,Christinaside,India,850
CUST-147,Donald Gilmore,,741-350-2043,Male,22,2023-11-05,Premium,Rebeccabury,India,955
CUST-148,Melissa Smith,qwest@example.net,726-359-7837,Other,20,2024-08-23,Premium,West Deniseborough,India,663
CUST-149,Nicholas Hamilton,qpineda@example.net,+1-335-512-7207x35924,Other,40,2024-03-31,Premium,East Deborahstad,UK,808
CUST-150,Lisa Jones,kingashley@example.org,001-950-314-8622,Female,43,2025-12-25,Premium,Port Hayley,India,174
CUST-151,Patrick Cannon,dmueller@example.net,491.676.8700x628,Male,54,2023-12-09,Basic,East Gabrielmouth,UK,921
CUST-152,Lauren Morgan,samuel38@example.com,610.838.4989x3562,Male,41,2025-11-06,Premium,Lake Tiffanymouth,India,223
CUST-153,Megan Elliott,ericbowman@example.org,934.577.0370,Male,66,2023-01-11,Premium,Catherinehaven,USA,1253
CUST-154,Carlos George,wallskathryn@example.com,348.934.7130x2194,Other,36,2026-03-03,Premium,New Kyle,India,106
CUST-155,Wendy Bailey,clifford33@example.org,498.737.7633x96352,Female,68,2022-11-23,Standard,Christensenport,India,1302
CUST-156,Gregory Eaton,hogandavid@example.net,001-333-762-8671x20941,Female,42,2025-02-19,Basic,Johnsonmouth,USA,483
CUST-157,Elaine Villarreal,bradleywillis@example.org,960-820-9934x92663,Female,38,2024-02-26,Premium,East Douglas,Germany,842
CUST-158,Kevin Compton,xsmith@example.net,(646)333-3392x5946,Female,29,2026-04-11,Basic,North Johnside,India,67
CUST-159,Ashley Cox,qhenry@example.com,959-551-4902x170,Female,58,2026-03-25,Premium,Fitzpatrickborough,India,84
CUST-160,Melissa Lewis,dreed@example.org,207.440.1867,Male,50,2024-12-20,Standard,Jorgeland,India,544
CUST-161,Katelyn Green,anthonysolis@example.org,731.720.3825,Male,67,2026-03-07,Basic,Port Courtney,UK,102
CUST-162,Mark Jones,ncross@example.net,862-809-1911,Male,21,2025-09-03,Basic,West Amy,USA,287
CUST-163,Jennifer Johnson,grayalex@example.com,+1-219-841-0350x23846,Male,59,2024-05-14,Premium,Hallmouth,USA,764
CUST-164,Jamie Jennings,jesse95@example.org,(986)618-8535x228,Other,24,2025-02-03,Premium,Lake Stevenburgh,India,499
CUST-165,John Scott,pallen@example.org,+1-905-862-4075x10034,Male,39,2024-05-01,Standard,Cherylhaven,USA,777
CUST-166,Jackson Smith,rsloan@example.org,(646)780-0515,Male,50,2024-06-03,Standard,Matthewmouth,India,744
CUST-167,James Jarvis,marycunningham@example.org,(403)233-9333x20700,Other,34,2023-04-19,Premium,Annaborough,Germany,1155
CUST-168,Tracey Bartlett,aguirrelucas@example.com,001-973-608-4509x76210,Other,41,2025-02-26,Standard,Tylerstad,USA,476
CUST-169,Amy Griffin,nbauer@example.net,+1-981-769-9954x465,Other,51,2026-05-29,Standard,Robertsstad,UK,19
CUST-170,Zachary Taylor,smontgomery@example.net,289.709.1291x052,Other,45,2023-10-13,Premium,New Josephton,India,978
CUST-171,Jordan Barnes Md,,(706)746-0782,Other,60,2025-05-24,Premium,Port Michael,USA,389
CUST-172,Laura Gross,christopher12@example.com,001-821-244-7784x19194,Other,58,2024-03-20,Premium,Evansside,USA,819
CUST-173,Joseph Williams,woodjohn@example.org,(478)770-1445,Other,56,2024-02-29,Premium,Frazierport,India,839
CUST-174,Joshua Adams,zwilliamson@example.org,365-884-6741,Other,39,2022-11-24,Basic,South Danny,USA,1301
CUST-175,Beth Richardson,jacqueline84@example.net,(978)909-7596,Male,43,2024-12-27,Basic,East Christinachester,UK,537
CUST-176,Laura Mcpherson,zedwards@example.org,986-228-4557x88764,Female,34,2024-03-05,Standard,South Kyle,India,834
CUST-177,Morgan May,georgemiller@example.com,+1-854-243-3010x795,Female,51,2026-05-10,Standard,Calvinmouth,USA,38
CUST-178,Bob Morton,christensenashley@example.org,968.847.0721x2497,Male,23,2022-07-10,Standard,Lake Brittany,UK,1438
CUST-179,Mrs. Regina George,john61@example.com,(826)757-1081,Male,63,2025-12-15,Premium,New Sharonmouth,USA,184
CUST-180,Joseph Hale,,4282004523,Male,23,2026-04-22,Standard,South Emilyhaven,India,56
CUST-181,Dana Hanna,avelez@example.com,992-739-0712x77710,Male,51,2025-07-11,Basic,New Jaredburgh,India,341
CUST-182,Christopher Thompson,uhowell@example.org,+1-400-513-7650x3562,Female,18,2024-05-29,Premium,Lake Wendyside,Germany,749
CUST-183,Perry Miller,bhayes@example.com,8954327833,Female,27,2026-05-09,Premium,Catherinestad,UK,39
CUST-184,Patrick Cain,jdunlap@example.net,(283)229-1539x2100,Female,38,2024-07-23,Standard,Smithchester,India,694
CUST-185,Mark Garcia,nochoa@example.net,+1-272-253-9809,Other,22,2022-10-26,Basic,Leeville,India,1330
CUST-186,Kevin Palmer,linda79@example.com,853.996.7413x9498,Female,19,2024-02-09,Standard,North Kelly,India,859
CUST-187,Randy Owens,rvalentine@example.org,001-886-848-7897x76291,Male,39,2025-03-29,Premium,Baldwinborough,USA,445
CUST-188,Grace Gonzales,smithjennifer@example.com,+1-663-272-8974,Female,65,2025-04-30,Standard,North Brandi,India,413
CUST-189,Kimberly Jenkins,barronluis@example.com,+1-791-255-8131x81858,Other,19,2024-10-18,Premium,Tammychester,India,607
CUST-190,Erica Hardy,zacharytyler@example.com,9285913491,Other,27,2023-12-02,Premium,Port Susanfort,Germany,928
CUST-191,Albert Martinez,mark08@example.com,275.833.7268,Female,43,2024-10-06,Basic,South William,USA,619
CUST-192,Alexander Lowe,kwilliams@example.net,001-857-856-6747x9178,Male,33,2024-12-23,Basic,Larsenshire,India,541
CUST-193,Shirley Stone,zgray@example.net,656-533-0185,Other,65,2024-07-04,Standard,Walkerville,UK,713
CUST-194,Terry Vaughn,jessicawhite@example.net,4435835370,Female,43,2024-02-06,Standard,New Diana,India,862
CUST-195,Rebecca Greer,peterortiz@example.com,3406665701,Male,56,2022-08-02,Standard,Scottview,India,1415
CUST-196,Janet Hogan,nwilliams@example.com,(539)403-9891x112,Other,39,2024-05-09,Basic,East Michaelfurt,USA,769
CUST-197,Shelby Morris,emily83@example.net,(984)905-0549x8785,Male,29,2024-09-03,Basic,Lutztown,USA,652
CUST-198,Karen Brown,josephpetersen@example.com,Not Provider,Male,41,2024-09-13,Basic,Whiteland,India,642
CUST-199,Michael Jones,glennthompson@example.org,+1-976-567-5469x0420,Male,64,2026-03-19,Basic,Shannonmouth,India,90
CUST-200,Robert Martinez,franklinrobert@example.org,001-414-322-8976x3330,Other,57,2022-09-15,Basic,Barkerborough,India,1371
CUST-201,Tracy Campbell,lindseyryan@example.net,598-785-6571x6992,Male,55,2024-02-20,Standard,East Craig,India,848
CUST-202,Devin Fisher,stephen06@example.org,001-460-464-4271x207,Other,27,2024-11-18,Premium,North Peterview,USA,576
CUST-203,Mark Mcdonald,james65@example.com,359.885.0818,Male,52,2022-12-19,Standard,Pamelaview,UK,1276
CUST-204,Ashley Silva,iwarner@example.net,741.221.3236,Female,68,2025-10-13,Standard,Lake Neil,India,247
CUST-205,Nancy Martinez,xlopez@example.com,431-875-1160x758,Male,66,2025-07-31,Standard,Jeffreyshire,India,321
CUST-206,Erin Garcia,hjones@example.com,001-926-797-3142x58308,Male,49,2025-11-06,Basic,East Debbiemouth,UK,223
CUST-207,Shari Williams,haydenshelton@example.net,666-270-8332x0168,Male,24,2026-04-19,Basic,Sarahtown,India,59
CUST-208,James Atkinson,wchen@example.com,255-575-3145x03551,Male,38,2023-09-07,Standard,South Brianburgh,UK,1014
CUST-209,Emily Mathis,ysmall@example.org,311.873.5705x45557,Female,37,2025-11-23,Basic,Cartermouth,India,206
CUST-210,Dr. Matthew Mendoza Phd,murphyluke@example.com,001-955-349-3075x3512,Other,43,2023-03-27,Basic,West Julia,India,1178
CUST-211,Amy Mercer,marthaevans@example.net,001-234-636-2308x444,Male,21,2024-09-16,Standard,West Lee,India,639
CUST-212,Cheyenne Bell,dickersontracey@example.com,985-459-8413x076,Male,63,2022-08-08,Premium,Erinmouth,USA,1409
CUST-213,Adam Osborne,cardenaskyle@example.org,667-405-3596,Male,69,2025-08-05,Basic,Markside,India,316
CUST-214,Shawn Jackson,amandaweber@example.com,(870)999-3062,Female,39,2026-01-28,Premium,Edwardsburgh,India,140
CUST-215,Sean Green Dds,megan91@example.com,808.513.0227x59179,Female,32,2023-09-24,Basic,South Darlene,India,997
CUST-216,Dana Compton,carrieperry@example.net,648.445.4954x82150,Male,57,2024-03-23,Premium,New Patricia,India,816
CUST-218,Laura Nixon,keith48@example.org,848.843.1236x9272,Male,32,2026-04-13,Basic,North Sarah,India,65
CUST-219,Susan Rodriguez,clayton62@example.net,+1-987-341-3412,Male,39,2025-04-21,Standard,West Samanthastad,India,422
CUST-220,Adam Huber,barnettangie@example.net,001-704-997-3681,Other,69,2026-04-24,Basic,Charlesmouth,India,54
CUST-221,Melissa Garner Dvm,kathryn51@example.net,6088937452,Other,45,2023-08-16,Premium,North Crystaltown,Germany,1036
CUST-222,Kyle Gray,paguilar@example.net,6529285441,Other,31,2025-03-30,Standard,Tracyview,India,444
CUST-223,Adrian Baker,burnslisa@example.com,001-322-203-9088,Male,44,2024-09-26,Basic,Port Nicholasview,USA,629
CUST-224,Russell Pham,kristin97@example.net,544-627-6509,Female,58,2023-04-06,Standard,Port Michaelview,Germany,1168
CUST-225,Emily Gibbs,rodriguezjohn@example.org,7366773776,Male,57,2023-01-18,Standard,Pattonfort,India,1246
CUST-226,Misty Schneider,brianramirez@example.org,967-961-6633x13050,Female,45,2025-01-01,Premium,East Cristian,India,532
CUST-227,Peter West,barbara49@example.com,677.583.7192,Male,43,2024-12-22,Standard,East Bryan,UK,542
CUST-228,Barbara Schmitt,melissasmith@example.net,+1-746-767-8719x959,Male,66,2025-11-17,Basic,Jenniferville,India,212
CUST-229,Jodi Miller,lindsey93@example.com,813-810-0913x0832,Female,19,2023-03-16,Basic,Port Christopher,India,1189
CUST-230,David Wilson,,9047741498,Other,42,2025-03-21,Standard,Jeffreytown,UK,453
CUST-231,Brittany Young,martineznathan@example.com,289-706-7938x7062,Male,20,2025-08-17,Standard,Christianfurt,UK,304
CUST-232,Corey Stanley,jonespatricia@example.net,264-962-1031x26749,Male,25,2023-04-23,Basic,Robertmouth,India,1151
CUST-233,Adam Thornton,wsmith@example.net,(695)976-3838x17893,Male,61,2026-02-02,Standard,Port Erin,India,135
CUST-234,Mark Williams,millerjeffrey@example.com,(669)685-0764,Other,50,2026-04-25,Premium,Wellsport,India,53
CUST-235,Colleen Peterson,bentonnicholas@example.org,251-908-0226,Male,59,2022-08-23,Premium,Jacobborough,UK,1394
CUST-236,Corey Marshall,stonedavid@example.org,334.538.8187,Other,69,2024-03-31,Standard,Port Alicia,USA,808
CUST-237,Brett Barber,samantha07@example.com,649.634.6477x85350,Male,52,2024-10-12,Basic,Melissaburgh,India,613
CUST-238,David Hughes,zwright@example.com,872-755-4733x5531,Male,23,2026-03-17,Premium,Taylormouth,USA,92
CUST-239,Jeremy Stokes,williamsluke@example.com,(941)565-8781x03256,Other,56,2025-03-03,Standard,Lake Carrie,India,471
CUST-240,Elizabeth Smith,crystalkim@example.org,935.708.9421x1904,Female,69,2024-07-25,Standard,North Jill,Germany,692
CUST-241,Frances Perry,zrodriguez@example.net,001-230-743-2603x1301,Male,40,2024-01-26,Standard,Laurenmouth,USA,873
CUST-242,Tiffany Odonnell,njackson@example.com,+1-528-385-2755x704,Male,42,2025-10-31,Premium,Christopherstad,USA,229
CUST-243,Marc Gordon,nicholas65@example.com,3934650663,Male,67,2025-06-07,Basic,Lindseymouth,India,375
CUST-244,Natalie Cardenas,kleinjason@example.org,001-586-306-4429x2733,Other,60,2023-09-05,Premium,North Kayla,Germany,1016
CUST-245,Ashley Evans,jane03@example.net,(959)901-4340x083,Female,36,2026-05-05,Basic,Mooreshire,Germany,43
CUST-246,Douglas Lindsey,hillethan@example.com,642-717-8124,Other,22,2022-08-07,Basic,Medinahaven,USA,1410
CUST-247,Brenda Collins,carterterri@example.com,(695)291-3238x4277,Female,68,2022-07-29,Standard,Tinaview,India,1419
CUST-248,Kelly Martinez,diane90@example.org,+1-453-702-3241x1900,Female,28,2025-02-26,Basic,Fletcherchester,India,476
CUST-249,Rachel Carroll,stephenoneill@example.net,213.313.4245x4906,Male,29,2024-05-11,Basic,Robertberg,USA,767
CUST-250,Dawn Shelton,pthomas@example.org,001-754-906-4799x4844,Other,27,2022-08-04,Basic,Sandraport,UK,1413
CUST-251,Tammy Fisher,mckaymatthew@example.com,001-823-894-9086x1584,Other,25,2024-10-03,Standard,Connerchester,USA,622
CUST-252,Amy Nunez Md,jared98@example.com,(749)917-8096x32276,Other,43,2026-01-16,Premium,Robertborough,UK,152
CUST-253,Kenneth Clark,raytiffany@example.org,288-302-1619,Male,45,2026-05-23,Standard,North Craigchester,USA,25
CUST-254,Anthony Washington,jaclyn82@example.org,693.324.4498,Other,58,2024-02-03,Basic,Hallmouth,India,865
CUST-255,Jon Greer,simmonseric@example.net,(529)671-9287x5829,Other,53,2024-01-05,Basic,Erinport,India,894
CUST-256,Leah Perez,tammy49@example.net,001-450-573-4348x2695,Male,54,2023-02-20,Standard,Lake Nicholas,Germany,1213
CUST-257,Christopher Webb,aprilsmith@example.com,878.958.9832,Male,38,2023-04-02,Standard,Robinsonchester,India,1172
CUST-258,Aaron Garcia,sandra71@example.com,207-897-0267,Other,25,2024-10-10,Basic,New Katherineton,India,615
CUST-259,John Stafford,scottbaker@example.net,(793)300-1421,Male,26,2024-03-16,Basic,Caseyside,India,823
CUST-260,Lori Neal,fitzpatrickmichael@example.com,+1-927-645-4819x10267,Other,64,2026-04-26,Basic,Archershire,India,52
CUST-261,Nicholas Joseph,johnstontaylor@example.com,(979)707-9681x50952,Male,32,2023-08-17,Standard,Port James,USA,1035
CUST-262,William Henry,pwoodard@example.net,993-862-7721,Other,65,2025-05-12,Standard,Kentshire,India,401
CUST-263,Nichole Hernandez,jnelson@example.org,(918)459-1056x35185,Male,63,2023-09-11,Premium,Ramseyfort,UK,1010
CUST-264,Travis Bowen,calebperez@example.org,001-472-775-3511,Female,57,2022-07-15,Basic,Loristad,India,1433
CUST-265,Mrs. Rachel Vasquez,xwheeler@example.com,877.429.0004x50438,Male,35,2023-02-19,Premium,Port Jerrymouth,UK,1214
CUST-266,Kevin Velasquez,qnelson@example.net,325-388-0857x598,Other,59,2024-02-25,Standard,Lake Veronica,India,843
CUST-267,David Crawford,williamjensen@example.org,344-621-7979,Male,37,2023-04-12,Basic,Rosalesfurt,India,1162
CUST-268,Robin Roman,strongpatricia@example.com,782.932.8931,Other,23,2023-08-25,Basic,Robertsonberg,UK,1027
CUST-269,Bethany Gonzalez,,331.561.3891x508,Male,29,2025-06-02,Premium,East Melanieborough,India,380
CUST-270,Lori Fernandez,archercarl@example.org,6192603864,Male,19,2024-09-11,Basic,Brucebury,India,644
CUST-271,Ashley Gonzalez,kelly98@example.net,845.432.3843x583,Other,24,2025-02-23,Standard,West James,India,479
CUST-272,George Carter,kimberlyprince@example.org,815-498-4217,Other,33,2024-09-24,Premium,South Stephanie,India,631
CUST-274,Phillip Butler,austinemily@example.net,(503)338-0351,Female,62,2025-08-29,Premium,East Stephanieport,UK,292
CUST-275,Melissa Williams,moralesdavid@example.net,(469)654-3241x5310,Other,20,2024-08-08,Premium,Lake Robertfurt,USA,678
CUST-276,Melissa Hayes Phd,nsmith@example.com,767.876.5601,Other,44,2024-04-27,Basic,Port Brianna,India,781
CUST-277,Eddie Lozano,nathanielarnold@example.net,845.863.9897x01094,Male,67,2022-12-17,Standard,New Michelleville,India,1278
CUST-278,Steven Myers,jennifer43@example.org,001-393-734-0217x2831,Female,60,2023-10-22,Premium,Grahambury,USA,969
CUST-279,Anthony Christensen,,285.315.0501x4670,Other,57,2023-09-25,Standard,Melaniemouth,Germany,996
CUST-280,Susan Hill,opetersen@example.net,+1-457-775-8244x140,Male,55,2023-03-25,Standard,Michaelbury,India,1180
CUST-281,Chris Kelley,bgallegos@example.com,883.766.5414x3899,Male,50,2022-08-25,Standard,South Danielleton,USA,1392
CUST-282,Jasmine Smith,louis09@example.org,+1-356-461-8518x909,Female,45,2024-10-22,Premium,Grahamfort,UK,603
CUST-283,Ryan Wood,keithsimmons@example.org,001-851-290-1310x572,Female,18,2025-07-30,Premium,West James,UK,322
CUST-284,David Mccullough,mhowell@example.org,(666)683-8967x6625,Female,25,2026-05-06,Basic,West Erinside,UK,42
CUST-285,Krystal Cervantes,thompsonchristy@example.com,740-301-5613,Male,54,2025-11-14,Premium,East Jameston,USA,215
CUST-286,Christopher Sanchez,swansonstacey@example.com,3824196035,Other,49,2024-08-22,Premium,Simmonshaven,UK,664
CUST-287,Chad Cruz,deborahortiz@example.com,+1-795-721-0747x86867,Male,65,2024-11-10,Standard,West Susan,USA,584
CUST-288,Brittany Daugherty,jeremywhite@example.org,422-222-2151x615,Female,60,2022-10-01,Standard,East Kimfort,India,1355
CUST-289,Karen Cortez,sboyle@example.org,637-470-0920,Male,54,2023-10-20,Standard,Jerryland,India,971
CUST-290,Sarah Rhodes,sydneybell@example.net,708-758-3628x87360,Female,21,2024-06-21,Basic,Shawnside,India,726
CUST-291,Tyler Brown,ashleyconrad@example.org,+1-849-575-6743,Male,47,2024-02-17,Premium,South Jeffreyville,USA,851
CUST-292,Richard Davis,jacob50@example.org,674.999.7360x214,Female,23,2022-12-16,Premium,Priceton,India,1279
CUST-293,Christopher Payne,,001-267-547-6021x08661,Male,63,2024-04-24,Basic,Robinsonfort,India,784
CUST-294,Samantha Barker,angela57@example.org,869.223.6448x57259,Other,36,2022-10-15,Premium,Lopezmouth,India,1341
CUST-295,Samantha Wang,hayleyjohnson@example.org,Not Provider,Male,49,2024-07-20,Premium,Ibarramouth,India,697
CUST-296,Jessica Jones,jonesangela@example.com,837.507.1534x9765,Female,26,2026-04-27,Standard,East Lisa,India,51
CUST-297,Michael Walsh,sonya51@example.net,861-617-2750,Female,29,2025-04-17,Standard,Port Robertton,USA,426
CUST-298,Ashley Perez,rodriguezkimberly@example.net,+1-300-294-4424,Other,28,2025-06-07,Premium,West Julia,India,375
CUST-299,Jessica Ray,carlsonregina@example.com,6519908457,Female,63,2022-12-29,Basic,Jordanberg,India,1266
CUST-300,Dustin Peters,gonzalesbrandy@example.net,Not Provider,Other,33,2025-04-17,Premium,Salinasland,India,426
CUST-301,Joyce Johnson,jmoreno@example.org,+1-271-598-4822x53275,Other,18,2025-11-28,Premium,Ellisberg,India,201
CUST-302,Thomas Parker,kyle74@example.net,Not Provider,Male,43,2025-11-18,Basic,Denisetown,USA,211
CUST-303,Rebecca Herrera,,(531)959-3791x636,Male,38,2023-04-13,Premium,Andrewfort,India,1161
CUST-304,Herbert Robinson,hernandezdana@example.com,(851)925-0727,Female,47,2025-11-01,Standard,West Susanside,UK,228
CUST-305,Jacob Key,richardward@example.com,505.647.7857,Female,30,2026-04-27,Standard,Lorihaven,India,51
CUST-306,Kathryn Thomas Md,ohoward@example.com,561-962-0442x4854,Male,51,2023-12-09,Standard,Port Arthur,UK,921
CUST-307,Cassidy Martinez,debbie11@example.net,(649)570-7644x4871,Female,21,2025-05-11,Standard,Johnside,India,402
CUST-308,Sonya Yu,xvance@example.net,(215)965-7774x7118,Female,45,2023-11-13,Premium,New Markberg,USA,947
CUST-309,Craig Reeves,twoodard@example.com,+1-874-486-7195,Female,55,2025-06-23,Basic,Sheilaburgh,UK,359
CUST-310,Danielle Morris,brenda97@example.com,270.990.5577x8388,Other,48,2024-01-03,Standard,Williamborough,India,896
CUST-311,Carl Collins,vincent93@example.com,510.449.0129x519,Other,44,2023-02-13,Premium,New Candice,UK,1220
CUST-312,Martin Hernandez,esellers@example.org,+1-889-828-8569x22880,Female,22,2025-10-02,Basic,Lake Valerieshire,India,258
CUST-313,Paige Price,raymondturner@example.org,001-589-675-3897x3987,Other,42,2023-07-05,Basic,Reginafurt,India,1078
CUST-314,Michaela King,qscott@example.com,917-784-5120,Female,20,2025-10-04,Basic,Melissaborough,Germany,256
CUST-315,Scott Gray,brandon76@example.org,Not Provider,Male,50,2024-06-25,Basic,Jackville,UK,722
CUST-316,Leah Flores,matthew38@example.org,685-749-6894,Other,21,2024-11-04,Premium,East Sharon,India,590
CUST-317,Jason Duncan,zblair@example.com,848-322-6367,Female,42,2024-01-21,Basic,New Benjaminmouth,India,878
CUST-318,Haley Mcgrath,gomeztina@example.com,621.623.3323,Female,37,2022-11-11,Premium,New Pennystad,India,1314
CUST-319,Juan Jones,briandavis@example.com,+1-723-320-3554,Female,51,2025-08-03,Standard,Williamsonchester,UK,318
CUST-320,Michelle Barker,weaverrodney@example.org,(763)343-1477x6438,Male,43,2025-09-30,Standard,West Jacobburgh,India,260
CUST-321,Martin Smith,nathanmorrison@example.net,547-530-3391x7435,Male,22,2025-07-26,Premium,Elliottchester,USA,326
CUST-322,Nicole Gates,michaelsoto@example.net,918.988.5646,Female,52,2026-02-28,Premium,South Amyberg,Germany,109
CUST-323,Anthony Jones,zcain@example.net,585.627.3552,Other,45,2024-01-14,Basic,East Johnburgh,UK,885
CUST-324,Monica Smith Dds,larryanthony@example.org,427-947-3332,Female,46,2023-09-28,Basic,Port Williamton,USA,993
CUST-325,Hunter Cruz,sburton@example.com,+1-520-820-0705x0032,Male,26,2025-04-18,Premium,Port Christophertown,India,425
CUST-326,Glen Smith,laurengarcia@example.org,(679)265-2913x566,Male,69,2022-12-03,Basic,West Patricia,UK,1292
CUST-327,Dalton Roberts,sextonemily@example.org,(242)946-8131x8853,Other,55,2026-03-15,Premium,Port Jackie,Germany,94
CUST-328,Karen Sanders,timothy36@example.com,001-417-455-0753x981,Female,67,2022-08-22,Basic,Anitaville,USA,1395
CUST-329,Tammy Martin,willismarcus@example.org,001-638-535-0585x2653,Other,23,2022-07-03,Premium,Robinsonshire,India,1445
CUST-330,Claudia Hamilton,lindseycampos@example.org,(264)776-8930x723,Male,36,2023-11-22,Premium,Lake Jamiemouth,UK,938
